Kueri Baseline;Kueri Refactored;Pola Properti Awal;Pola Properti Baru;Persentase Pengurangan;Jumlah Hasil;DBHits;Running Time
"MATCH (n3:actor)-[:DIRECTED]->(n1:animation), (n3:actor)-[:ACTED_IN]->(n2:documentary), (n3:producer)-[:DIRECTED]->(n4:animation) WHERE (n2.year=1952 AND n3.death=1966 AND n4.category=""short"") OR (n1.category=""short"" AND n2.category=""short"" AND n3.name=""Walt Disney"") RETURN count(n1)";"CALL () {
  MATCH (n3:actor)-[:DIRECTED]->(n1:animation), (n3:actor)-[:ACTED_IN]->(n2:documentary)-[:RELEASED_IN]->(:year_1952), (n3:producer)-[:DIRECTED]->(n4:animation)-[:HAS_CATEGORY]->(:short), (n3)-[:DIED_IN]->(:year_1966)
  RETURN count(*) AS t1
}
CALL () {
  MATCH (n3:actor)-[:DIRECTED]->(n1:animation)-[:HAS_CATEGORY]->(:short), (n3:actor)-[:ACTED_IN]->(n2:documentary)-[:HAS_CATEGORY]->(:short), (n3:producer)-[:DIRECTED]->(n4:animation)
  WHERE n3.name=""Walt Disney""
  RETURN count(*) AS t2
}
CALL () {
  MATCH (n3:actor)-[:DIRECTED]->(n1:animation)-[:HAS_CATEGORY]->(:short), (n3:actor)-[:ACTED_IN]->(n2:documentary)-[:RELEASED_IN]->(:year_1952), (n3:producer)-[:DIRECTED]->(n4:animation)-[:HAS_CATEGORY]->(:short), (n2)-[:HAS_CATEGORY]->(:short), (n3)-[:DIED_IN]->(:year_1966)
  WHERE n3.name=""Walt Disney""
  RETURN count(*) AS t12
}
RETURN t1 + t2 - t12 AS total";(A AND B AND C) OR (D AND E AND F);A;83%;169847;50167783;8021.1
"MATCH (n4:actor)-[:ACTED_IN]->(n3:documentary), (n4:actor)-[:ACTED_IN]->(n1:drama), (n4:writer)-[:ACTED_IN]->(n2:drama) WHERE (n4.birth=1931 AND n4.death=2020 AND n3.year=2013) OR (n3.category=""tvMovie"" AND n2.category=""movie"" AND n1.category=""movie"") RETURN count(n1)";"CALL () {
  MATCH (n4:actor)-[:ACTED_IN]->(n3:documentary)-[:RELEASED_IN]->(:year_2013), (n4:actor)-[:ACTED_IN]->(n1:drama), (n4:writer)-[:ACTED_IN]->(n2:drama), (n4)-[:BORN_IN]->(:year_1931), (n4)-[:DIED_IN]->(:year_2020)
  RETURN count(*) AS t1
}
CALL () {
  MATCH (n4:actor)-[:ACTED_IN]->(n3:documentary)-[:HAS_CATEGORY]->(:tvMovie), (n4:actor)-[:ACTED_IN]->(n1:drama)-[:HAS_CATEGORY]->(:movie), (n4:writer)-[:ACTED_IN]->(n2:drama)-[:HAS_CATEGORY]->(:movie)
  RETURN count(*) AS t2
}
CALL () {
  MATCH (n4:actor)-[:ACTED_IN]->(n3:documentary)-[:RELEASED_IN]->(:year_2013), (n4:actor)-[:ACTED_IN]->(n1:drama)-[:HAS_CATEGORY]->(:movie), (n4:writer)-[:ACTED_IN]->(n2:drama)-[:HAS_CATEGORY]->(:movie), (n4)-[:BORN_IN]->(:year_1931), (n4)-[:DIED_IN]->(:year_2020), (n3)-[:HAS_CATEGORY]->(:tvMovie)
  RETURN count(*) AS t12
}
RETURN t1 + t2 - t12 AS total";(A AND B AND C) OR (D AND E AND F);-;100%;979712;48897225;12701.4
"MATCH (n2:actress)-[:ACTED_IN]->(n1:drama), (n2:actress)-[:ACTED_IN]->(n4:thriller), (n2:actress)-[:ACTED_IN]->(n3:drama) WHERE (n3.category=""tvSeries"" AND n1.category=""tvMovie"" AND n4.year=2000) OR (n1.year=2003 AND n4.category=""short"" AND n2.name=""Kate Atkinson"") RETURN count(n1)";"CALL () {
  MATCH (n2:actress)-[:ACTED_IN]->(n1:drama)-[:HAS_CATEGORY]->(:tvMovie), (n2:actress)-[:ACTED_IN]->(n4:thriller)-[:RELEASED_IN]->(:year_2000), (n2:actress)-[:ACTED_IN]->(n3:drama)-[:HAS_CATEGORY]->(:tvSeries)
  RETURN count(*) AS t1
}
CALL () {
  MATCH (n2:actress)-[:ACTED_IN]->(n1:drama)-[:RELEASED_IN]->(:year_2003), (n2:actress)-[:ACTED_IN]->(n4:thriller)-[:HAS_CATEGORY]->(:short), (n2:actress)-[:ACTED_IN]->(n3:drama)
  WHERE n2.name=""Kate Atkinson""
  RETURN count(*) AS t2
}
CALL () {
  MATCH (n2:actress)-[:ACTED_IN]->(n1:drama)-[:HAS_CATEGORY]->(:tvMovie), (n2:actress)-[:ACTED_IN]->(n4:thriller)-[:RELEASED_IN]->(:year_2000), (n2:actress)-[:ACTED_IN]->(n3:drama)-[:HAS_CATEGORY]->(:tvSeries), (n1)-[:RELEASED_IN]->(:year_2003), (n4)-[:HAS_CATEGORY]->(:short)
  WHERE n2.name=""Kate Atkinson""
  RETURN count(*) AS t12
}
RETURN t1 + t2 - t12 AS total";(A AND B AND C) OR (D AND E AND F);A;83%;11682;2729688;2240.0
"MATCH (n1:soundtrack)-[:ACTED_IN]->(n2:drama), (n1:actress)-[:ACTED_IN]->(n4:biography), (n1:actress)-[:ACTED_IN]->(n3:music) WHERE (n2.category=""movie"" AND n4.category=""tvMovie"" AND n1.name=""Victoria Abril"") OR (n1.death=0 AND n4.year=2001 AND n2.year=1988) RETURN count(n1)";"CALL () {
  MATCH (n1:soundtrack)-[:ACTED_IN]->(n2:drama)-[:HAS_CATEGORY]->(:movie), (n1:actress)-[:ACTED_IN]->(n4:biography)-[:HAS_CATEGORY]->(:tvMovie), (n1:actress)-[:ACTED_IN]->(n3:music)
  WHERE n1.name=""Victoria Abril""
  RETURN count(*) AS t1
}
CALL () {
  MATCH (n1:soundtrack)-[:ACTED_IN]->(n2:drama)-[:RELEASED_IN]->(:year_1988), (n1:actress)-[:ACTED_IN]->(n4:biography)-[:RELEASED_IN]->(:year_2001), (n1:actress)-[:ACTED_IN]->(n3:music), (n1)-[:DIED_IN]->(:year_0)
  RETURN count(*) AS t2
}
CALL () {
  MATCH (n1:soundtrack)-[:ACTED_IN]->(n2:drama)-[:HAS_CATEGORY]->(:movie), (n1:actress)-[:ACTED_IN]->(n4:biography)-[:HAS_CATEGORY]->(:tvMovie), (n1:actress)-[:ACTED_IN]->(n3:music), (n2)-[:RELEASED_IN]->(:year_1988), (n4)-[:RELEASED_IN]->(:year_2001), (n1)-[:DIED_IN]->(:year_0)
  WHERE n1.name=""Victoria Abril""
  RETURN count(*) AS t12
}
RETURN t1 + t2 - t12 AS total";(A AND B AND C) OR (D AND E AND F);A;83%;4925;17439806;7041.5
"MATCH (n1:producer)-[:WROTE]->(n2:adventure), (n1:director)-[:DIRECTED]->(n4:sci_fi), (n1:producer)-[:PRODUCED]->(n3:fantasy) WHERE (n3.category=""movie"" AND n4.category=""movie"" AND n2.category=""video"") OR (n2.year=1999 AND n1.name=""Charles Band"" AND n3.year=2020) RETURN count(n1)";"CALL () {
  MATCH (n1:producer)-[:WROTE]->(n2:adventure)-[:HAS_CATEGORY]->(:video), (n1:director)-[:DIRECTED]->(n4:sci_fi)-[:HAS_CATEGORY]->(:movie), (n1:producer)-[:PRODUCED]->(n3:fantasy)-[:HAS_CATEGORY]->(:movie)
  RETURN count(*) AS t1
}
CALL () {
  MATCH (n1:producer)-[:WROTE]->(n2:adventure)-[:RELEASED_IN]->(:year_1999), (n1:director)-[:DIRECTED]->(n4:sci_fi), (n1:producer)-[:PRODUCED]->(n3:fantasy)-[:RELEASED_IN]->(:year_2020)
  WHERE n1.name=""Charles Band""
  RETURN count(*) AS t2
}
CALL () {
  MATCH (n1:producer)-[:WROTE]->(n2:adventure)-[:HAS_CATEGORY]->(:video), (n1:director)-[:DIRECTED]->(n4:sci_fi)-[:HAS_CATEGORY]->(:movie), (n1:producer)-[:PRODUCED]->(n3:fantasy)-[:HAS_CATEGORY]->(:movie), (n3)-[:RELEASED_IN]->(:year_2020), (n2)-[:RELEASED_IN]->(:year_1999)
  WHERE n1.name=""Charles Band""
  RETURN count(*) AS t12
}
RETURN t1 + t2 - t12 AS total";(A AND B AND C) OR (D AND E AND F);A;83%;145;2328597;3463.1
"MATCH (n2:actor)-[:ACTED_IN]->(n3:drama), (n2:actor)-[:ACTED_IN]->(n1:drama), (n2:actor)-[:ACTED_IN]->(n4:romance) WHERE (n1.year=1931 AND n3.year=1931 AND n2.death=1954) OR (n4.year=1933 AND n2.name=""Ekkehard Arendt"" AND n2.birth=1892) RETURN count(n1)";"CALL () {
  MATCH (n2:actor)-[:ACTED_IN]->(n3:drama)-[:RELEASED_IN]->(:year_1931), (n2:actor)-[:ACTED_IN]->(n1:drama)-[:RELEASED_IN]->(:year_1931), (n2:actor)-[:ACTED_IN]->(n4:romance), (n2)-[:DIED_IN]->(:year_1954)
  RETURN count(*) AS t1
}
CALL () {
  MATCH (n2:actor)-[:ACTED_IN]->(n3:drama), (n2:actor)-[:ACTED_IN]->(n1:drama), (n2:actor)-[:ACTED_IN]->(n4:romance)-[:RELEASED_IN]->(:year_1933), (n2)-[:BORN_IN]->(:year_1892)
  WHERE n2.name=""Ekkehard Arendt""
  RETURN count(*) AS t2
}
CALL () {
  MATCH (n2:actor)-[:ACTED_IN]->(n3:drama)-[:RELEASED_IN]->(:year_1931), (n2:actor)-[:ACTED_IN]->(n1:drama)-[:RELEASED_IN]->(:year_1931), (n2:actor)-[:ACTED_IN]->(n4:romance)-[:RELEASED_IN]->(:year_1933), (n2)-[:DIED_IN]->(:year_1954), (n2)-[:BORN_IN]->(:year_1892)
  WHERE n2.name=""Ekkehard Arendt""
  RETURN count(*) AS t12
}
RETURN t1 + t2 - t12 AS total";(A AND B AND C) OR (D AND E AND F);A;83%;410;42543;79.5
"MATCH (n1:actress)-[:ACTED_IN]->(n4:adult), (n1:make_up_department)-[:ACTED_IN]->(n2:adult), (n1:actress)-[:ACTED_IN]->(n3:adult) WHERE (n3.year=1999 AND n3.category=""video"" AND n2.category=""video"") OR (n4.year=2000 AND n2.year=2000 AND n1.name=""Laura Angel"") RETURN count(n1)";"CALL () {
  MATCH (n1:actress)-[:ACTED_IN]->(n4:adult), (n1:make_up_department)-[:ACTED_IN]->(n2:adult)-[:HAS_CATEGORY]->(:video), (n1:actress)-[:ACTED_IN]->(n3:adult)-[:RELEASED_IN]->(:year_1999), (n3)-[:HAS_CATEGORY]->(:video)
  RETURN count(*) AS t1
}
CALL () {
  MATCH (n1:actress)-[:ACTED_IN]->(n4:adult)-[:RELEASED_IN]->(:year_2000), (n1:make_up_department)-[:ACTED_IN]->(n2:adult)-[:RELEASED_IN]->(:year_2000), (n1:actress)-[:ACTED_IN]->(n3:adult)
  WHERE n1.name=""Laura Angel""
  RETURN count(*) AS t2
}
CALL () {
  MATCH (n1:actress)-[:ACTED_IN]->(n4:adult)-[:RELEASED_IN]->(:year_2000), (n1:make_up_department)-[:ACTED_IN]->(n2:adult)-[:HAS_CATEGORY]->(:video), (n1:actress)-[:ACTED_IN]->(n3:adult)-[:RELEASED_IN]->(:year_1999), (n3)-[:HAS_CATEGORY]->(:video), (n2)-[:RELEASED_IN]->(:year_2000)
  WHERE n1.name=""Laura Angel""
  RETURN count(*) AS t12
}
RETURN t1 + t2 - t12 AS total";(A AND B AND C) OR (D AND E AND F);A;83%;3177893;12391207;1513.9
"MATCH (n4:writer)-[:ACTED_IN]->(n2:drama), (n4:director)-[:ACTED_IN]->(n3:comedy), (n4:director)-[:ACTED_IN]->(n1:drama) WHERE (n2.category=""tvSeries"" AND n4.birth=1952 AND n3.category=""movie"") OR (n2.year=2003 AND n3.year=1989 AND n1.year=2011) RETURN count(n1)";"CALL () {
  MATCH (n4:writer)-[:ACTED_IN]->(n2:drama)-[:HAS_CATEGORY]->(:tvSeries), (n4:director)-[:ACTED_IN]->(n3:comedy)-[:HAS_CATEGORY]->(:movie), (n4:director)-[:ACTED_IN]->(n1:drama), (n4)-[:BORN_IN]->(:year_1952)
  RETURN count(*) AS t1
}
CALL () {
  MATCH (n4:writer)-[:ACTED_IN]->(n2:drama)-[:RELEASED_IN]->(:year_2003), (n4:director)-[:ACTED_IN]->(n3:comedy)-[:RELEASED_IN]->(:year_1989), (n4:director)-[:ACTED_IN]->(n1:drama)-[:RELEASED_IN]->(:year_2011)
  RETURN count(*) AS t2
}
CALL () {
  MATCH (n4:writer)-[:ACTED_IN]->(n2:drama)-[:HAS_CATEGORY]->(:tvSeries), (n4:director)-[:ACTED_IN]->(n3:comedy)-[:HAS_CATEGORY]->(:movie), (n4:director)-[:ACTED_IN]->(n1:drama)-[:RELEASED_IN]->(:year_2011), (n2)-[:RELEASED_IN]->(:year_2003), (n4)-[:BORN_IN]->(:year_1952), (n3)-[:RELEASED_IN]->(:year_1989)
  RETURN count(*) AS t12
}
RETURN t1 + t2 - t12 AS total";(A AND B AND C) OR (D AND E AND F);-;100%;650760;49508096;8007.9
"MATCH (n1:writer)-[:WROTE]->(n4:drama), (n1:producer)-[:PRODUCED]->(n2:comedy), (n1:writer)-[:WROTE]->(n3:drama) WHERE (n4.category=""movie"" AND n3.year=0 AND n2.year=0 AND n1.death=0) OR (n2.category=""movie"" AND n1.birth=1953 AND n1.name=""Steven Zaillian"" AND n4.year=2002) RETURN count(n1)";"CALL () {
  MATCH (n1:writer)-[:WROTE]->(n4:drama)-[:HAS_CATEGORY]->(:movie), (n1:producer)-[:PRODUCED]->(n2:comedy)-[:RELEASED_IN]->(:year_0), (n1:writer)-[:WROTE]->(n3:drama)-[:RELEASED_IN]->(:year_0), (n1)-[:DIED_IN]->(:year_0)
  RETURN count(*) AS t1
}
CALL () {
  MATCH (n1:writer)-[:WROTE]->(n4:drama)-[:RELEASED_IN]->(:year_2002), (n1:producer)-[:PRODUCED]->(n2:comedy)-[:HAS_CATEGORY]->(:movie), (n1:writer)-[:WROTE]->(n3:drama), (n1)-[:BORN_IN]->(:year_1953)
  WHERE n1.name=""Steven Zaillian""
  RETURN count(*) AS t2
}
CALL () {
  MATCH (n1:writer)-[:WROTE]->(n4:drama)-[:HAS_CATEGORY]->(:movie), (n1:producer)-[:PRODUCED]->(n2:comedy)-[:RELEASED_IN]->(:year_0), (n1:writer)-[:WROTE]->(n3:drama)-[:RELEASED_IN]->(:year_0), (n4)-[:RELEASED_IN]->(:year_2002), (n2)-[:HAS_CATEGORY]->(:movie), (n1)-[:DIED_IN]->(:year_0), (n1)-[:BORN_IN]->(:year_1953)
  WHERE n1.name=""Steven Zaillian""
  RETURN count(*) AS t12
}
RETURN t1 + t2 - t12 AS total";(A AND B AND C AND D) OR (E AND F AND G AND H);A;88%;1555;18783873;5531.0
"MATCH (n1:soundtrack)-[:ACTED_IN]->(n4:comedy), (n1:soundtrack)-[:ACTED_IN]->(n2:fantasy), (n1:writer)-[:ACTED_IN]->(n3:comedy) WHERE (n4.year=2016 AND n1.death=0 AND n2.year=2011 AND n2.category=""tvSeries"") OR (n1.name=""Bayani Agbayani"" AND n3.year=2017 AND n3.category=""movie"" AND n1.birth=0) RETURN count(n1)";"CALL () {
  MATCH (n1:soundtrack)-[:ACTED_IN]->(n4:comedy)-[:RELEASED_IN]->(:year_2016), (n1:soundtrack)-[:ACTED_IN]->(n2:fantasy)-[:RELEASED_IN]->(:year_2011), (n1:writer)-[:ACTED_IN]->(n3:comedy), (n1)-[:DIED_IN]->(:year_0), (n2)-[:HAS_CATEGORY]->(:tvSeries)
  RETURN count(*) AS t1
}
CALL () {
  MATCH (n1:soundtrack)-[:ACTED_IN]->(n4:comedy), (n1:soundtrack)-[:ACTED_IN]->(n2:fantasy), (n1:writer)-[:ACTED_IN]->(n3:comedy)-[:RELEASED_IN]->(:year_2017), (n3)-[:HAS_CATEGORY]->(:movie), (n1)-[:BORN_IN]->(:year_0)
  WHERE n1.name=""Bayani Agbayani""
  RETURN count(*) AS t2
}
CALL () {
  MATCH (n1:soundtrack)-[:ACTED_IN]->(n4:comedy)-[:RELEASED_IN]->(:year_2016), (n1:soundtrack)-[:ACTED_IN]->(n2:fantasy)-[:RELEASED_IN]->(:year_2011), (n1:writer)-[:ACTED_IN]->(n3:comedy)-[:RELEASED_IN]->(:year_2017), (n1)-[:DIED_IN]->(:year_0), (n1)-[:BORN_IN]->(:year_0), (n2)-[:HAS_CATEGORY]->(:tvSeries), (n3)-[:HAS_CATEGORY]->(:movie)
  WHERE n1.name=""Bayani Agbayani""
  RETURN count(*) AS t12
}
RETURN t1 + t2 - t12 AS total";(A AND B AND C AND D) OR (E AND F AND G AND H);A;88%;2715;1604705;1569.3
"MATCH (n4:cinematographer)-[:CINEMATOGRAPHER_OF]->(n2:action), (n4:editor)-[:CINEMATOGRAPHER_OF]->(n3:documentary), (n4:camera_department)-[:CINEMATOGRAPHER_OF]->(n1:comedy) WHERE (n4.birth=0 AND n1.category=""movie"" AND n3.category=""short"" AND n2.year=2006) OR (n3.year=2019 AND n4.death=0 AND n1.year=2013 AND n4.name=""Aasulv Austad"") RETURN count(n1)";"CALL () {
  MATCH (n4:cinematographer)-[:CINEMATOGRAPHER_OF]->(n2:action)-[:RELEASED_IN]->(:year_2006), (n4:editor)-[:CINEMATOGRAPHER_OF]->(n3:documentary)-[:HAS_CATEGORY]->(:short), (n4:camera_department)-[:CINEMATOGRAPHER_OF]->(n1:comedy)-[:HAS_CATEGORY]->(:movie), (n4)-[:BORN_IN]->(:year_0)
  RETURN count(*) AS t1
}
CALL () {
  MATCH (n4:cinematographer)-[:CINEMATOGRAPHER_OF]->(n2:action), (n4:editor)-[:CINEMATOGRAPHER_OF]->(n3:documentary)-[:RELEASED_IN]->(:year_2019), (n4:camera_department)-[:CINEMATOGRAPHER_OF]->(n1:comedy)-[:RELEASED_IN]->(:year_2013), (n4)-[:DIED_IN]->(:year_0)
  WHERE n4.name=""Aasulv Austad""
  RETURN count(*) AS t2
}
CALL () {
  MATCH (n4:cinematographer)-[:CINEMATOGRAPHER_OF]->(n2:action)-[:RELEASED_IN]->(:year_2006), (n4:editor)-[:CINEMATOGRAPHER_OF]->(n3:documentary)-[:HAS_CATEGORY]->(:short), (n4:camera_department)-[:CINEMATOGRAPHER_OF]->(n1:comedy)-[:HAS_CATEGORY]->(:movie), (n4)-[:BORN_IN]->(:year_0), (n4)-[:DIED_IN]->(:year_0), (n1)-[:RELEASED_IN]->(:year_2013), (n3)-[:RELEASED_IN]->(:year_2019)
  WHERE n4.name=""Aasulv Austad""
  RETURN count(*) AS t12
}
RETURN t1 + t2 - t12 AS total";(A AND B AND C AND D) OR (E AND F AND G AND H);A;88%;26;15003794;2410.3
"MATCH (n2:actress)-[:PRODUCED]->(n3:drama), (n2:actress)-[:ACTED_IN]->(n1:drama), (n2:miscellaneous)-[:ACTED_IN]->(n4:drama) WHERE (n1.year=0 AND n4.category=""tvMovie"" AND n1.category=""tvSeries"" AND n2.death=0) OR (n3.year=2016 AND n4.year=2013 AND n2.birth=1980 AND n3.category=""short"") RETURN count(n1)";"CALL () {
  MATCH (n2:actress)-[:PRODUCED]->(n3:drama), (n2:actress)-[:ACTED_IN]->(n1:drama)-[:RELEASED_IN]->(:year_0), (n2:miscellaneous)-[:ACTED_IN]->(n4:drama)-[:HAS_CATEGORY]->(:tvMovie), (n1)-[:HAS_CATEGORY]->(:tvSeries), (n2)-[:DIED_IN]->(:year_0)
  RETURN count(*) AS t1
}
CALL () {
  MATCH (n2:actress)-[:PRODUCED]->(n3:drama)-[:RELEASED_IN]->(:year_2016), (n2:actress)-[:ACTED_IN]->(n1:drama), (n2:miscellaneous)-[:ACTED_IN]->(n4:drama)-[:RELEASED_IN]->(:year_2013), (n3)-[:HAS_CATEGORY]->(:short), (n2)-[:BORN_IN]->(:year_1980)
  RETURN count(*) AS t2
}
CALL () {
  MATCH (n2:actress)-[:PRODUCED]->(n3:drama)-[:RELEASED_IN]->(:year_2016), (n2:actress)-[:ACTED_IN]->(n1:drama)-[:RELEASED_IN]->(:year_0), (n2:miscellaneous)-[:ACTED_IN]->(n4:drama)-[:HAS_CATEGORY]->(:tvMovie), (n1)-[:HAS_CATEGORY]->(:tvSeries), (n4)-[:RELEASED_IN]->(:year_2013), (n2)-[:DIED_IN]->(:year_0), (n2)-[:BORN_IN]->(:year_1980), (n3)-[:HAS_CATEGORY]->(:short)
  RETURN count(*) AS t12
}
RETURN t1 + t2 - t12 AS total";(A AND B AND C AND D) OR (E AND F AND G AND H);-;100%;34;644913;294.3
"MATCH (n2:soundtrack)-[:ACTED_IN]->(n4:music), (n2:producer)-[:ACTED_IN]->(n1:documentary), (n2:soundtrack)-[:ACTED_IN]->(n3:drama) WHERE (n1.category=""tvSeries"" AND n4.category=""tvSpecial"" AND n3.category=""tvMovie"" AND n1.year=1996) OR (n2.birth=1940 AND n3.year=1993 AND n4.year=1970 AND n2.death=0) RETURN count(n1)";"CALL () {
  MATCH (n2:soundtrack)-[:ACTED_IN]->(n4:music)-[:HAS_CATEGORY]->(:tvSpecial), (n2:producer)-[:ACTED_IN]->(n1:documentary)-[:HAS_CATEGORY]->(:tvSeries), (n2:soundtrack)-[:ACTED_IN]->(n3:drama)-[:HAS_CATEGORY]->(:tvMovie), (n1)-[:RELEASED_IN]->(:year_1996)
  RETURN count(*) AS t1
}
CALL () {
  MATCH (n2:soundtrack)-[:ACTED_IN]->(n4:music)-[:RELEASED_IN]->(:year_1970), (n2:producer)-[:ACTED_IN]->(n1:documentary), (n2:soundtrack)-[:ACTED_IN]->(n3:drama)-[:RELEASED_IN]->(:year_1993), (n2)-[:BORN_IN]->(:year_1940), (n2)-[:DIED_IN]->(:year_0)
  RETURN count(*) AS t2
}
CALL () {
  MATCH (n2:soundtrack)-[:ACTED_IN]->(n4:music)-[:HAS_CATEGORY]->(:tvSpecial), (n2:producer)-[:ACTED_IN]->(n1:documentary)-[:HAS_CATEGORY]->(:tvSeries), (n2:soundtrack)-[:ACTED_IN]->(n3:drama)-[:HAS_CATEGORY]->(:tvMovie), (n1)-[:RELEASED_IN]->(:year_1996), (n4)-[:RELEASED_IN]->(:year_1970), (n3)-[:RELEASED_IN]->(:year_1993), (n2)-[:BORN_IN]->(:year_1940), (n2)-[:DIED_IN]->(:year_0)
  RETURN count(*) AS t12
}
RETURN t1 + t2 - t12 AS total";(A AND B AND C AND D) OR (E AND F AND G AND H);-;100%;310;2008218;1632.3
"MATCH (n1:actor)-[:ACTED_IN]->(n2:drama), (n1:director)-[:ACTED_IN]->(n4:mystery), (n1:director)-[:ACTED_IN]->(n3:thriller) WHERE (n3.category=""movie"" AND n4.category=""tvSeries"" AND n2.category=""tvMovie"" AND n4.year=1993) OR (n2.year=2012 AND n1.birth=1955 AND n1.death=2017 AND n1.name=""Miguel Ferrer"") RETURN count(n1)";"CALL () {
  MATCH (n1:actor)-[:ACTED_IN]->(n2:drama)-[:HAS_CATEGORY]->(:tvMovie), (n1:director)-[:ACTED_IN]->(n4:mystery)-[:HAS_CATEGORY]->(:tvSeries), (n1:director)-[:ACTED_IN]->(n3:thriller)-[:HAS_CATEGORY]->(:movie), (n4)-[:RELEASED_IN]->(:year_1993)
  RETURN count(*) AS t1
}
CALL () {
  MATCH (n1:actor)-[:ACTED_IN]->(n2:drama)-[:RELEASED_IN]->(:year_2012), (n1:director)-[:ACTED_IN]->(n4:mystery), (n1:director)-[:ACTED_IN]->(n3:thriller), (n1)-[:BORN_IN]->(:year_1955), (n1)-[:DIED_IN]->(:year_2017)
  WHERE n1.name=""Miguel Ferrer""
  RETURN count(*) AS t2
}
CALL () {
  MATCH (n1:actor)-[:ACTED_IN]->(n2:drama)-[:HAS_CATEGORY]->(:tvMovie), (n1:director)-[:ACTED_IN]->(n4:mystery)-[:HAS_CATEGORY]->(:tvSeries), (n1:director)-[:ACTED_IN]->(n3:thriller)-[:HAS_CATEGORY]->(:movie), (n4)-[:RELEASED_IN]->(:year_1993), (n2)-[:RELEASED_IN]->(:year_2012), (n1)-[:BORN_IN]->(:year_1955), (n1)-[:DIED_IN]->(:year_2017)
  WHERE n1.name=""Miguel Ferrer""
  RETURN count(*) AS t12
}
RETURN t1 + t2 - t12 AS total";(A AND B AND C AND D) OR (E AND F AND G AND H);A;88%;4618;12509401;2163.1
"MATCH (n4:camera_department)-[:CINEMATOGRAPHER_OF]->(n1:comedy), (n4:writer)-[:CINEMATOGRAPHER_OF]->(n3:crime), (n4:cinematographer)-[:CINEMATOGRAPHER_OF]->(n2:comedy) WHERE (n1.year=2006 AND n2.year=2004 AND n2.category=""tvMovie"" AND n4.birth=1964) OR (n1.category=""tvMovie"" AND n3.year=2021 AND n4.death=0 AND n4.name=""Wolfgang Aichholzer"") RETURN count(n1)";"CALL () {
  MATCH (n4:camera_department)-[:CINEMATOGRAPHER_OF]->(n1:comedy)-[:RELEASED_IN]->(:year_2006), (n4:writer)-[:CINEMATOGRAPHER_OF]->(n3:crime), (n4:cinematographer)-[:CINEMATOGRAPHER_OF]->(n2:comedy)-[:RELEASED_IN]->(:year_2004), (n2)-[:HAS_CATEGORY]->(:tvMovie), (n4)-[:BORN_IN]->(:year_1964)
  RETURN count(*) AS t1
}
CALL () {
  MATCH (n4:camera_department)-[:CINEMATOGRAPHER_OF]->(n1:comedy)-[:HAS_CATEGORY]->(:tvMovie), (n4:writer)-[:CINEMATOGRAPHER_OF]->(n3:crime)-[:RELEASED_IN]->(:year_2021), (n4:cinematographer)-[:CINEMATOGRAPHER_OF]->(n2:comedy), (n4)-[:DIED_IN]->(:year_0)
  WHERE n4.name=""Wolfgang Aichholzer""
  RETURN count(*) AS t2
}
CALL () {
  MATCH (n4:camera_department)-[:CINEMATOGRAPHER_OF]->(n1:comedy)-[:RELEASED_IN]->(:year_2006), (n4:writer)-[:CINEMATOGRAPHER_OF]->(n3:crime)-[:RELEASED_IN]->(:year_2021), (n4:cinematographer)-[:CINEMATOGRAPHER_OF]->(n2:comedy)-[:RELEASED_IN]->(:year_2004), (n1)-[:HAS_CATEGORY]->(:tvMovie), (n2)-[:HAS_CATEGORY]->(:tvMovie), (n4)-[:BORN_IN]->(:year_1964), (n4)-[:DIED_IN]->(:year_0)
  WHERE n4.name=""Wolfgang Aichholzer""
  RETURN count(*) AS t12
}
RETURN t1 + t2 - t12 AS total";(A AND B AND C AND D) OR (E AND F AND G AND H);A;88%;107;269871;239.1
